Text,Polarity ,
"একটা নিতাম যদি , তার ছাড়া চলতো",neutral,
কোন ব্র‍্যান্ডের ল‍্যাপটপ লং-লাস্টিন করবে কেউ জানেন,neutral,
তবুও যদি স্যামসাংয়ের দাম কমে,neutral,
"যাক আমি বেঁচে গেছি, আমি পাইরেটেড সফটওয়্যার ব্যবহার করি না",neutral,
আমি ফেসবুক ছেড়ে দিয়েছি ১ বছর আগে,neutral,
আমিও ফেসবুক চালানো ছেড়ে দিবো,neutral,
"এই প্রতিবেদন, এতো গবেষণা পড়ার সময় নাই",neutral,
সকল ক্রিয়ারই সমান ও বিপরীত প্রতিক্রিয়া রয়েছে,neutral,
"বাস্তবে এ রকম ঘটনা দেখিছি, তখন ভাবতে পারছিলাম না কারণটা কি",neutral,
(ক + খ)২ = (১০ক + খ),neutral,
"এখন থেকে এক কোটি বছর পরে আমাদের সূর্যের বয়স যখন বেড়ে যাবে এবং এটি বেশি উজ্জ্বল হয়ে যাবে, তখন পৃথিবীর অবস্থাও এর মতো হবে",neutral,
কোনো প্রতিবাদ না জানানো মানে সম্মতি প্রকাশ করা,neutral,
আমাদের দেশের জন্য সুসংবাদ কিন্তু এই দেশেরই কিছু মানুষের জণ্য তা দুঃসংবাদ,neutral,
কোনটা আগে হইলো,neutral,
ক্রেডিটকার্ড দিয়ে কেনাকাটা করলে কি টাকা দিতে হয় না,neutral,
জাভা সেটের উপযোগী হলে ভাল হয়,neutral,
ভাই মাথা ব্যথা করলে কি মাথা কেটে ফেলবেন না কি,neutral,
মালিবাগ মোড়ে পার হতে কতখন লাগবে,neutral,
এটা নিয়ে নিউজ করার কি আছে,neutral,
হ্যান্ডসেটে *#০৬# পরপর চাপলে আইএমইআই নম্বর জানা যায়,neutral,
কম দাম নিলেই হয়ে গেল,neutral,
উদ্বোধন আগেই বিআরটিসি এসি বাসে এটার কার্যক্রম চলছে,neutral,
"স্যামসাঙ, এল জি, গুগলের, হুয়াওয়ের মতো প্রতিষ্ঠান গুলো নামী ব্র্যান্ড কারণ এরা নতুনত্ব আনে",neutral,
কিভাবে বাংলায় ই-মেইল এ্যাড্রেস খুলবো,neutral,
ভারতে ৪৪৭টি ভাষায় কথা বলা হয়,neutral,
বাংলায় ইমেইল অ্যাড্রেস খোলার পদ্ধতিটা জানালে ভালো হত,neutral,
"কুলসিল লাগবে না ভাই, আপাতত কিছু পাথর আর বিটুমিন ঢালুন",neutral,
ওনারা তো অার পান খান না,neutral,
"ভাই , আপনি যথার্থ মন্তব্য করেছেন",neutral,
যারা অনলাইন ব্যবসা মানেই 'রাতারাতি বড়লোক হবার স্বপ্ন' দেখে তাদের জন্য গুরুত্বপূর্ণ মেসেজ,neutral,
ইউটিউবের জনকের নাম কিন্তু এখানে উল্লেখ করা হয়নি,neutral,
কী করতে যাচ্ছে মাইক্রোসফট সেটা সময় হলেই মানুষ জানতে পারবে,neutral,
সেটা বোঝার জন্য আপনাকে আইফোন ব্যবহার করতে হবে,neutral,
তিন এবং চার নম্বর পয়েন্টের কিছুটা যুক্তি থাকলেও বাকি তিনটি পয়েন্ট একেবারে ভিত্তিহীন,neutral,
কেয়ামত যে হবে এটা স্বীকার করে নিলেন তিনি,neutral,
এই প্রজন্মের কাছে বিষয়গুলো অবিশ্বাস্য মনে হলেও হকিং এর ভবিষ্যদানী অমূলক নয়,neutral,
এ কারনে বোধয় ফেসবুক বাংলাদেশে ২মাস বন্ধ থাকবে,neutral,
কয় মাস,neutral,
কিভাবে ব্যবহার করতে তা জানালে ভালো হতো বিশেষ করে ফাইল শেয়ারিং,neutral,
অবিশ্বাস্যকিন্তু সত্যিগায়ের লোম দাঁড়িয়ে যাচ্ছেবেঁচে থাকলে হাইপারলুপ এ চড়বো,neutral,
এদের কথা শুনে মনে হয় কৃত্রিম বুদ্ধিমতা আবিষ্কার করে ফেলেছেন আর নেহায়েত মানুষের মঙ্গলের জন্য প্রকাশ করছেন না,neutral,
কোথা থেকে আউটসোর্সিং কোর্স করলে ভাল হবে,neutral,
এটা কি শুধু উইন্ডস ৭ জন্য,neutral,
আইফোন ৫সি এর দাম কিছু কমলে নিয়ে ট্রাই করে আপনাদের জানাবো,neutral,
যারা আমেরিকায় এটি ব্যবহার করবে তাদের কি আনলক করার কোন প্রয়োজন আছে,neutral,
অদূরেই রোবট কে বিভিন্ন ক্ষেত্রে চুক্তির মাধ্যমে নিয়োগ দেয়া হবে,neutral,
বন্ধুরা আজকে কিন্তু পেপাল দিবস :),neutral,
কুলুপ কোথায় কিনতে পাওয়া যাবে,neutral,
আপনি জানলে বলুন,neutral,
তুই ফ্যান না তুই র নাগরিক,neutral,
আগে ক্রিকেট বুঝেন,neutral,
আপনার মন্তব্যের স্ক্রিনশট ও কপি করে রাখলাম,neutral,
লিটনের প্রথম শ্রেণির ক্রিকেটে গড় ৪৯.৬৭; ১৩টা সেঞ্ছুরি; সর্বচ্চ ২৭৪; বাংলাদেশের সর্বকালের সব খেলোয়ার দের মধ্যে এটা টপ ৫ এর মধ্যে হবে,neutral,
আছে তো এমপি মাশরাফি,neutral,
এই শক্তির জোগান দিচ্ছে রিয়াল আর মিডিয়াতে বিভিন্ন যুক্তি দিয়ে আলোচনা জিইয়ে রাখছে মার্কা,neutral,
দুবাইয়ের স্পোর্ট ৩৬০ এ ক্রিকেট ছাড়াও ফুটবল টেনিসের খবরও পাওয়া যায়,neutral,
পাকিস্তান চিন দেশে গাধা রপ্তানি করে বিদেশি মুদ্রা আয় করে,neutral,
"যেহেতু একজন অস্ট্রেলিয়ান প্লেয়ার বলেছে, তাই মেনে নিচ্ছি",neutral,
"ঠিক যেমন দন ব্যাডমানেরও একই মানের বোলার ফেস না করেই সর্ব কালের সেরা ক্রিকেটার এর তকমা পাওয়া, টাই না",neutral,
"দুই টেস্ট, পাঁচ ওয়ানডে আর এক টি-টোয়েন্টি খেলতে দক্ষিণ আফ্রিকা দল এখন শ্রীলঙ্কায়",neutral,
শুরু হয়ে গেছে,neutral,
তিন থেকে চার নম্বর সেঞ্চুরিতে যেতে সময় নিয়েছেন ৯ বছর,neutral,
এই পিচে ২৫৬ চ্যালেঞ্জিং স্কোর,neutral,
"ব্যাট্সম্যান রশিদ খানেরই জবাব নেই বাংলাদেশের কাছে, বোলার রশিদ খানের থাকবে কিনা আল্লাহই জানে",neutral,
আপনি বলতে পারেন না যে কাপ টা ব্রাজিলের বা জার্মানির ঘরে যাবে.,neutral,
প্রথম দুটি বিশ্বকাপ খেলে মাত্র একটি জয় পাওয়া ভারতের কাছে অস্ট্রেলিয়া সিরিজ থেকে প্রাপ্তি নেহাৎ কম নয়,neutral,
শেষ কয়েকটি টেস্টের মধ্যে এই প্রথম বার কোহলি প্রায় পারফেক্ট টীম সিলেক্ট করেছেন,neutral,
এখনও চার দিনের খেলা বাকি,neutral,
কোহলির আরও একটি সেন্সুরির অপেক্ষায় আছিবিবেক সাহেবকে পাওয়া যাচ্ছেনাতার মনে হয় ইতিমধ্যেই শুরু হয়ে গেছে,neutral,
একটু জলপাই কোথায় বলতে পারেন,neutral,
উনি অলরেডি সিরিয়া থেকে ট্রেনিং নিয়ে এসেছেন,neutral,
জানুয়ারিতে ত্রিদেশীয় সিরিজের ফাইনালে চোট পেয়েছিলেন বাঁ হাতের কড়ে আঙুলের গোড়ায়,neutral,
আশা করি সমালোচকদের মুখ এবার বন্ধ হবে,neutral,
চীনের বার্ডস নেস্ট বা পাখির নীড়ের মতো হবে কি নকশা,neutral,
"শুধু গোল সংখ্যায় এগিয়ে, তবেনেইমারের ৫৩ গোলের ৩৬টিই ফ্রেন্ডলি ম্যাচেপ্রতিযোগিতামূলক ম্যাচে গোল মোটে ১৭টি",neutral,
আর্জেন্টিনাইন সাপোর্টারদের দৈনিকওরাই পরুক নিউজ,neutral,
ডি মারিয়ার হ্যাটট্রিকে আমি দারুণ খুশি,neutral,
সারাবছরে এতগুলো বল খেলার কেউ কি আছে বাংলাদেশে,neutral,
মৃত্যুকে কেউ কি ফাঁকি দিতে পারবে,neutral,
"লুং গি ওয়ালা ভাই , পিচ কিউরেটরের বক্তব্য জানতে বেশি আগ্রহী",neutral,
বিদেশি দলকে ছেলেভুলানো ছড়া কয় গাপটিল,neutral,
অনিচ্ছুক সাহেব মুশফিকের জন্যই আজ এলিমেনেটর ম্যাচ খেলতে পেরেছে চিটাগাং,neutral,
যে টিম এতদূর আসবেতো দূরের কথা মুশফিক না থাকলে একটা ম্যাচও জিততে পারতো কিনা সেই সন্দেহ,neutral,
"মিঃ অনিচ্ছুক, এলিয়েনকে অবশ্যই একদিন থামতে হবে",neutral,
ভালো ফিনিসিং এর অভাবে ভুগেছে সেভিয়া,neutral,
এবার লা লিগায় মনে হয় বার্সাকে কেউ হারাতে পারবে না,neutral,
"কে ভালো, পরিসংখ্যান দেখে নিলেই হয়",neutral,
এই কারণেই আপনারা ছোট দল হয়েই রয়ে গেলেন,neutral,
"জিম্বাবুয়ের স্পিনাররা দাপট দেখাচ্ছে সেই ভাবে, তবে আমাদের পেসার তাইজুলও কিন্তু কম যায়নি",neutral,
মাহমুদুল্লাহ একাদশ নির্বাচনে ভুল করেছে,neutral,
"বাংলাদেশ দলের ৬৮তম টেস্ট খেলোয়াড়ও মমিনুল , সব সংস্করণেই তাঁরও জার্সি নম্বর তাই ৬৮ .",neutral,
আমার ফেভারিট ভারত,neutral,
"জিমবাবুয়ে বিশ্বকাপে নেই,আফগানিস্তানকে রাখতে পারেন ওই জায়গায়",neutral,
পাকিস্তানতো দুই ফরম্যাট মিলিয়েও তিনটি বিশ্বকাপ জয় করতে পারেনিসেখানে অস্ট্রেলিয়া হ্যাট্রিক চ্যাম্পিয়ন,neutral,
বাংলাদেশ নয় পন্টিংয়ের বিশ্বকাপ ফেবারিট অস্ট্রেলিয়া খবর এটা হওয়া উচিৎ ছিল,neutral,
এই নিউজিল্যান্ড কে বাংলাদেশ পেলে প্রতি ম্য়াচ এ হারাবে,neutral,
"নিন্দুকেরা কদাচিৎ যদিও প্রশংসা করে, তবে সেটা এমনভাবে করে যে দেখলে মনে হয় যে প্রশংসাচ্ছলে উপহাস করা হচ্ছে",neutral,
"কিছু মানুষ আজ জ্বলে-পুড়ে শিক-কেবাব হয়ে গেছে, তারা নাম সহ মন্তব্য পোস্ট করলে ডিনারে পরোটা সহযোগে খেতে পারি",neutral,
যাইহোক ধীরে ধীরে অসুস্থতার বৃত্ত থেকে বেরিয়ে আসার লক্ষণ দেখাচ্ছেন,neutral,
"সেটাই, ক্ষমতা থাকলে সিরিজ জিতে দেখাক নিউজিল্যান্ড, দেখি কত জোর",neutral,
কম আলোয় খেলা বন্ধ হয় শুনেছি,neutral,
চাচাদের অভিনন্দন/প্রশংসাকে থোরাই কেয়ার করি,neutral,
অল্প বিদ্যা ভয়ঙ্কর নিউজিল্যান্ডের ঘরোয়া লিগে প্রায়ই হয় এটা,neutral,
অনেক কে ও বুড়ো আংগুল দেখিয়েছে,neutral,
কয়লা ধুলে ময়লা যায় না,neutral,
যার বুদ্ধির দৌড় যতদূর,neutral,
নাম প্রকাশ করতেই ভয় পানমন্তব্য করেন কেন,neutral,
মান সন্মান না খোয়ালেই চলবে,neutral,
এল ক্লাসিকো এর আগে বার্সেলোনার আর কোন খেলা নেই,neutral,
এ আর নতুন কি,neutral,
বুধবারের এল ক্লাসিকোর আগে বার্সেলোনার কোন খেলা নেই,neutral,
রজনীতিতে না জরালে ঠিকই মনে রাখতো,neutral,
তাঁকে কোন দিন ঘৃণা করবো তেমন কিছু কি বলছি,neutral,
বিসিবি নিজের উপার্জিত টাকা দিয়ে নিজের অধিভুক্তদের বেতন দেয়,neutral,
আপনাদের মত জঘন্ন্য ফ্যান দের জন তার মুখ বিমর্ষ,neutral,
"কোণ ফেরেস্তা শুধু ভালো কাজই করে, আছে নি পৃথিবীতে দেখান তো একটা",neutral,
ভাল কথা তো তিতা লাগবেই,neutral,
আপনারে বড় বলেবড় সে-ই নয়লোকে যারে বড় বলেবড় সে-ই হয়,neutral,
কিসের সাথে কি মিলায়রে লিগে জয়েন করার পর,neutral,
জনাব মাশরাফি সর্বোপরি আপনি একজন ক্রিকেটার এবং এটাই আপনার প্রথম এবং শেষ পরিচয়,neutral,
এবার দেশের হাল ধরবার পালা,neutral,
এত ভালো কিছু করার পড় ও তারে ঘৃণা করেন,neutral,
আমি কোথায় লিখেছি যে রাজনীতি খারাপ,neutral,
চারিদিকে শুধু আবেগ অভিমানের ছড়াছড়ি,neutral,
তিনি সরকারী চাকরি করেন নাহ,neutral,
আমিও গভীর রাজনীতি বুঝি না,neutral,
এভাবে জনসমক্ষে কেউ সত্য কথা বলতে পারে আপনি ভারতীয়দের রুটিরুজির উপর হাত দিয়েছেন,neutral,
এটা ঐ ফেন্সিডিলের কারখানার মত তৈরি হয় ওখানে খেয়ে আমরা মরি এখানে,neutral,
নেইমার ব্যালন ডিওর না জিততে চাইলে বার্সা ছেড়ে দিল কেন,neutral,
আগের ম্যাচের খবর দিলেননা যে ম্যাচে নেইমার গোল দিল ও এসিসট করলো আরেক্টা গোল এ,neutral,
"ডিয়েগো ম্যারাডোনা ১৯৭৮ না, ১৯৮৬ বিশ্বকাপজয়ী",neutral,
"হ বুফন ও তো ব্রাজিলিয়ান, রোনালদো,মেসি সবাই",neutral,
বার্সাই নেইমারের জন্য আদর্শ দল,neutral,
বুড়ো রোনালদোর কারনে লা লিগা বা এল ক্লাসিকোর আকর্ষণ একটুও কমবেনা,neutral,
এবারই প্রথমবারের মতো রোনালদোর মুখোমুখি হওয়া হবে না মেসির,neutral,
পাকিস্থান তো তাই কিছু বলা যাবে না,neutral,
আপনারা কি ভূলে গেলেন জেসন রয় এর উত্থান বাংলাদেশের দ্বিতীয় বিপিএল খেলেই,neutral,
মোমেন্টাম পেয়ে গেলে সে বলে বলে বাউন্ডারি হাঁকায়,neutral,
না দুঃখিত প্রথম বিপিএল খেলেই জেসন রয় এর উত্থান,neutral,
আপনি কি অজিলের সাথে এমন আচরণ সার্পোট করছেন,neutral,
আপনি নিশ্চয় ওজিলের খেলা দেখেছেন,neutral,
রুবেলের চমৎকারিত্ব দেখে আমরা হ্যাপি,neutral,
সংবাদ সম্মেলন এবং সংবর্ধনা অনুষ্ঠান দুটোতে আসতেই ভালো লাগে রুবেলের,neutral,
রুবেল আগের চেয়ে হ্যান্ডসাম হয়ে গেছে,neutral,
আশরাফুলকে টিমে নেয়া মোহামেডান কর্মকর্তাদের মস্তবড় ভূল,neutral,
আমরা সবই পারি,neutral,
"কফিল ভাই, খেলাটা কিভাবে দেখছেন",neutral,
বেল ঐ সহজ সুযোগটা মিস না করলে রিয়ালেরই জিতার কথা,neutral,
"আগে শুধু স্ট্রাইকার বা , মধ্যমাঠে বিদেশীদের আনা হত",neutral,
"১০০ মিটার রেস এ সবার টাইমিং প্রায় একই থাকে, পার্থক্যটা ভগ্নাংশে হয়",neutral,
টানা সাতবারের দ্রুততম মানব মেজবাহ আহমেদকে হারিয়ে দেশের দ্রুততম মানবের মুকুট এখন বিকেএসপির হাসান মিয়ার মাথায়,neutral,
"তামিম যেহেতু আর নেই, মিথুন-লিটন কে দিয়ে ওপেন করায়ে তিনে মমিনুল কে খেলান",neutral,
সাব্বির খেলছেনা,neutral,
বাংলাদেশকে কম টেস্ট ম্যাচ খেলার সুযোগ দেওয়া হয়,neutral,
লুইস মেনোত্তিকে দায়িত্ব দেয়াই প্রমাণ করে আর্জেন্টিনার সিরিয়াসনেস,neutral,
খবর টা তো পসিটিভ এভাবে না বললে ও হয়,neutral,
তারমানে হল এমন কোন ভাল কাজ নেই যেটা বাংগালিরা পারে না,neutral,
যারা বলেছিলেন আইসিসি পক্ষপাতি করে কোহলিকে বর্ষসেরা ক্রিকেটার নির্বাচিত করেছেনতাদেরকে বলছি এই রিপোর্ট ভালো করে পড়ুন,neutral,
আরএফএল টিউবওয়েলের মতো ইন্ডিয়া চলছে তো চলছেই,neutral,
হাহা হাস্যকর কমেন্ট করলেন,neutral,
কোহলির হাতে ২০১৯ সালের বিশ্বকাপ টফি উঠলেও অবাক হওয়ার কিছু নেই,neutral,
"সমগ্র ক্রিকেট দুনিয়া মেনে নিল ভিরাট কোহলি সেরা, আর কতিপয় এখনো গাড়োলপনা চালিয়ে যাচ্ছে",neutral,
এসব ট্রফি বাংলাদেশের মাশরাফির পাওয়া উচিত,neutral,
পাকিস্তান ১২৩ রানে হেরে গেছে,neutral,
আরও দুই একবার মেসির পাওয়া উচিত ছিল,neutral,
"ফ্রেঞ্চ ফুটবলই স্বীকৃতি দিয়েছে, ১৯৫৮-এর শুরু থেকে ১৯৯৪ সাল পর্যন্ত ধরলে ব্রাজিলের খেলোয়াড়েরা এই ট্রফি জিততেন ৯ বার",neutral,
জুয়ার আতুরঘর আইপিএলে না খেলাই ভালো,neutral,
কথা গুল এতদিন না বলে চেপে রেখেছিল কেন,neutral,
"ও,ই, ১১১ রান সবাই আউট, মিরাজ ৭/৫৮, ভালই যাবে দিনটি, কী বলেন",neutral,
আজকে সাকিব এর জায়গায় মাশরাফি থাকলে মানুষ তাকে প্রধানমন্ত্রী বানিয়ে দিত,neutral,
"সাকিবের মত ট্যালেন্ট আরেকজন খেলোয়ার পেতে আর কতবছর সাধনা করতে হয়, কে জানে",neutral,
"এগুলো না বলে, খেলায় মনোযোগ দাও",neutral,
"বাঘদের উচিত শুধুমাত্র দেশের মাটিতে জিম্বাবুয়ে এর সাথে খেলা, নতুবা দিন দিন তাদের আসলরূপটি বিশ্বের কাছে উম্মোচিত হয়ে যাবে",neutral,
না পারার তো কোন কারন দেখিনা. তবে পারার আগেই যদি মিউমিউ করতে থাকেন তবে না হারার কোন কারন দেখিনা.,neutral,
"ধরায়া দিবানে, সিম্পলি রিমেম্বার ২০০৭ ওয়ার্ল্ডকাপ, ওয়েস্ট ইন্ডিজঃ বাংলাদেশ - ইন্ডিয়া ম্যাচ",neutral,
আমাদের খেলোয়াড়দের কমান্ডো ট্রেনিং আছে,neutral,
ম্যাশরে টেস্টেও খেলানো দরকার,neutral,
লা লিগা কর্তৃপক্ষের সুবিধাবাদী একচোখা আচরন বার্সেলোনার যেকোনো ম্যাচেই স্পষ্ট বোঝা যায়,neutral,
জবাব দেয়াটাই কি বড় বিষয় না খেলার মান বাড়ানো,neutral,
ঘরের মাঠে সবাই সুবিধা নেয়,neutral,
স্পিন বলে ওয়েস্ট ইন্ডিজ বরাবরই নড়বড়ে,neutral,
"আমি চিৎকার করিয়া হাসিঁতে চাহিয়া,করিতে পারিনি চিৎকার",neutral,
"আমেরিকা,জাপান,জার্মানী,রাশিয়া,চীন কোরিয়া,কানাডা,ফ্রান্স, সুইডেন প্রভৃতি উন্নত দেশ ক্রিকেট খেলে না কেন -্এটা আমাদের বুঝতে হবে",neutral,
সাকিব সবসময় নিজের জন্য খেলে,neutral,
"সাকিব টেস্ট খেলতে না চাইলে মানুষ সহজেই বুঝতে পারবে সাকিব শুধু টাকার জন্য ক্রিকেট খেলে, দেশের জন্য নয়",neutral,
"যে খেলতে না চায়, তাকে না খেলানোই ভালো",neutral,
খেলায় মন নেই তাও তিনি গত টেস্টে বাংলাদেশের সেরা বোলার ও ব্যাটসম্যান,neutral,
সাকিবকে নিয়ে এইসব যে লেখা হল তার কোনও প্রমাণ আছে কি,neutral,
দুষ্ট গরুর চেয়ে শূণ্য গোয়াল ভাল,neutral,
সরফরাজের অনুপুস্থিতিতে শোয়েব মালিক কে অধিনায়ক করা যায়,neutral,
কিছু লোককে কে বোঝাবে যে রাশিয়ার অধিনায়ক পুতিন ইংরাজীতে বকয়াস না করেও ইংরেজী বুলবলিদের হাওয়া বের করে দিচ্ছেন,neutral,
সব দিন এক যায়না এটাই স্বাভাবিক,neutral,
কাপালি অধিনায়ক হয় কি করে সে তো ইংরেজি পারেই না,neutral,
কোচের কাছে সবিনয়ে মাফ চাওয়া দরকার সাকিবের,neutral,
সাকিবের উচিত সব ধরনের বিতর্ক থেকে নিজেকে সরিয়ে রাখা,neutral,
এনামুল এর নতুন বলের জন্য টেকনিক ভালো না,neutral,
ভারতীয় ক্রিকেটার ঢাকার লীগে কেন,neutral,
মল্লযুদ্ধ কি তবে এখানে হবে নাকি রিদওয়ান বিবেক,neutral,
মাঝে মাঝে মনে হয় - পড়াশুনা না করে ক্রিকেট খেললেই মনে হয় ভাল হত,neutral,
"ভাইরে, পড়াশুনা ঠিক মত করলে এই আফসোস করতা না",neutral,
কোচ জেমি ডে না দেখলেও সহকারী কোচেরা নিশ্চয়ই দেখেছেন,neutral,
"মনোবিদের সাহায্য নেয়া রেগুলার একটা বিষয় যে কোন টিমের জন্যই, এটাকে এতো বড় করে দেখার কি আছে",neutral,
"এশিয়ান ডক্টর,মনোবিদ দের নিয়ে কাজ হবে না",neutral,
একজন ফুল টাইম দেশি মনোবিদ বিশ্বকাপ পর্যন্ত রেখে দেয়া উচিত৷ বিদেশিরা মাঝে মাঝে ক্লাস নিবে,neutral,
"পাগলের প্রলাপ, খেলা যারা পারেন তাদের মনোবিদ লাগেনা",neutral,
পৃথিবীর সেরা টিম তার প্লেয়ার দের নাম নেই কেন,neutral,
এমপি হলে কী ক্রিকেট খেলা ছাড়তেই হবে,neutral,
"হামেস,কাকা,ইসকো এদের মতো বেঞ্চে বসে থাকার চেয়ে ডর্টমুন্ডে অনেক বেশি প্লেইং টাইম পাবে",neutral,
"অসাধারন বোলিং পাকিস্তানের, বোলিংয়ে পাকিস্তানের পুরোনো সুদিন ফিরে এসেছে",neutral,
তার চেয়ে আমাদের মিরপুরের মাঠ অনেক ভাল এবং প্রতিদ্বন্দ্বিতা পুর্ন ক্রিকেট খেলার জন্য বেশী উপযোগী,neutral,
কোন এক বছরে কোন ক্রিকেটদলের তিনবার ধবলধোলাই খাওয়া এটাও একটা বিশ্বরেকর্ড বটে,neutral,
পাকিস্তানের সবচেয়ে ভাল অলরাউন্ডার ফাহিম আশ্রাফ,neutral,
পাকিস্তানের ভাগ্য ভালো,neutral,
"রাজশাহীকে বুঝতে হবে ৬ ম্যাচে ৩৮ রান করা প্লেয়ারকে একাদশে ফিরিয়ে আনলে জয়ের ধারা অব্যাহত রাখা যায় না,বরং তাতে ছেদ পড়ে",neutral,
ওই চার রান ফিরিয়ে দিয়ে বাংলাদেশ কে জয়ী ঘোষণা করা হউক,neutral,
এটা কি অজুহাত,neutral,
ক্রিকেটের এই অদ্ভুত নিয়মটা দ্রুত বদলানো উচিত,neutral,
ক্রিকেট খেলা টা বুঝতে হলে এই খেলার উপর পি এইচ ডি করা লাগবে,neutral,
আম্পায়ার যখনই আউট দেবেন তখন বল ডেড হয়ে যায়,neutral,
৮৯/৯০ মিনিতে নিশচিত গোল আমেরিকা মিসস না করলে ফল অননরকম হত,neutral,
"আইপিএলে সব দেশের বোলাররা খেলে, শুধু ভারতীয় নয়",neutral,
ভারতের দাদারা কেন এখানে মন্তব্য করতে আসেন,neutral,
অদূর ভবিষ্যতে কোন মেডেল পাবার সম্ভাবনা খুবই ক্ষীণ,neutral,
ভারত ছাড়া সব দেশের পিচের ব্যাপারেই আইসিসির নেতিবাচক রেটিং পড়ে,neutral,
চমৎকার সব ভালো বিদেশী খেলোয়াড়,neutral,
আগামীকাল রংপুর জিতবে ইনশাল্লাহ্,neutral,
অভিনন্দন শ্রীলঙ্কা,neutral,
অস্ট্রেলিয়ায় সিরিজ জেতায় যারা ভারতকে বিশ্বকাপ ট্রফি দিয়ে দিতে চাচ্ছিল তারা এখন বুঝবে যে বিশ্বকাপে যে দল ভালো খেলবে তারাই জিতবে,neutral,
"@নাম প্রকাশে অনিচ্ছুক, ঢাকায় মুস্তাফিজের ১১ নিশ্চই ভুলে যাননি",neutral,
শুধু বিপিএল আর টি-২০ ম্যাচ খেলতে খুব কষ্ট হবে না,neutral,
আর কত,neutral,
আর দরকার নাই,neutral,
"বাছা রিদওয়ান, খুব কি ইন্টেলিজেন্ট কমেন্ট হল",neutral,
"হু, এই ক্ষুদেরাই বড় হয়ে সারা বিশ্বের ক্রিকেটের বাপ হয়ে দাঁড়ায়া যায়, সেঞ্চুরির পর সেঞ্চুরি করে আর আমরা পারি শুধু অশিক্ষিতের মতো লেগ পুল করতে",neutral,
একেই বলে অধিনায়ক,neutral,
"ক্রিকেট ব্যাট আর বলের খেলা, ভদ্রতা পরিমাপের খেলা নয়",neutral,
বিরাট কোহলির চরিত্র কিভাবে খারাপ সেটা বলতে হবে,neutral,
মেসি রোনালদো থেকে অনেক কম ম্যাচ খেলে গোল রেশিয়ো মেসির বেশি,neutral,
"আর নয় কোন কান্না, আর নয় কোন কথা",neutral,
নেইমার ছোট ভাই আমার তুমি রিয়েলে আস,neutral,
খেলার মধ্যে মাথায় রাজনীতি ঢুকলে এমনই হয়,neutral,
হোল্ডারের তো টেন্ডুলকারের চেয়ে কম টেস্ট খেলা লাগলো ডাবল সেঞ্চুরি পেতে,neutral,
স্বাধীনতা কাপের ফাইনালেতো শেখ রাসেলও খেলবে,neutral,
সুস্থ্যতা কামনা করি,neutral,
নাগিন নাচ নিয়ে অনেকেই অনেক কথা বলছে,neutral,
নরওয়েজিয়ান ভাষা রোমান অক্ষরে লিখলেও উচ্চারণ একটু আলাদা,neutral,
কিন্তু বেশীর ভাগ ইংলিশ ভাষ্যকাররা সুলজ্যার বলে উচ্চারণ করে,neutral,
এটা ছাপানোর মতো কোনো সংবাদ হলো,neutral,
হ্যা ব্রাজিল বিশ্বকাপে এলেই ৭ গোলের বন্যা বয়ে যায়,neutral,
আরো 2 জন গ্রেটকে হারাতে যাচ্ছে ফুটবল বিশ্ব,neutral,
ওয়ার্নার থেকে পাঠকদের আরো অনেক কিছু জানার ছিল,neutral,
"মিস্টার আব্বাস রানা, সবাই এইসব কথা অন্য একটা টিভি চ্যানেলের মাধ্যমে জেনেছে",neutral,
এসব নেগেটিভ প্রশ্ন করে নতুন কিছু কি জানতে পারলেন,neutral,
ফালতু সাংবাদিকতা,neutral,
এমন প্রশ্ন করা উচিত নয় যা মনে আঘাত করে,neutral,
আব্বাস রানাকেও তো কাজ করে খেতে হয় ভাই,neutral,
পত্রিকার পাতা ভরার জন্য সাংবাদিক রা কিনা পারে,neutral,
এজন্যই সে মনে হয় চলে যাবে,neutral,
"আপনারা আগে আফগানিস্তানকে হারান, তারপর ফটর ফটর করবেন",neutral,
মাথায় গোবর পোড়া কমেন্ট এটা,neutral,
"নিন্দুকরা নির্লজ্জও , ওরা মুখ বন্ধ করে না",neutral,
কোন দাদা যেন বলেছিল মুস্তাফিজকে আর খেলায় নেয়া হবে না,neutral,
আইপিএল নিয়ে আমাদের বাংলাদেশীদের মাতামাতি করা উচিত শুধু মুম্বাই ইন্ডিয়ান্স আর সান রাইজার্স হায়দ্রাবাদকে নিয়ে,neutral,
মেসি চান্দের দেশে বল মারলে অন্যকে দিয়ে মারাবে এটাই তো স্বাভাবিক,neutral,
আহ হা রে আজকে এই খুশির চোখের জল কোথায় রাখি,neutral,
গোল পেলেন ‘বিবিসি’র তিনজনই,neutral,
"ভাই, জ্বালাপোড়া করে",neutral,
এর পেছনে রেফারির সহায়তা কম নয়,neutral,
এটা পেরেজের আত্ম অহঙ্কারের ফল,neutral,
রিয়াল মাদ্রিদ ১৩ টা,neutral,
রিয়াল মাদ্রিদ ১৩ টা আর কারা জানি ৫ টা,neutral,
এবার বিশ্বকাপ ব্রাজিলই নিবে,neutral,
সময়ই সব বলবে,neutral,
দেখা যাক কে নেয় বিশ্বকাপ,neutral,
হায়রে ভাইরা দুঃখ হচ্ছে বুঝি,neutral,
ওজিল আর মুলার ছাড়া কোন মেইন প্লেয়ার ছিলোনা,neutral,
"ফলাফল যাই হোক, বিজয় বটে",neutral,
